Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Won,Lost,Won%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Pass Cmp,Pass Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges,Challenge Att,Challenge%,Challenge Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Giangiacomo Magnani,CB,2023-2024,27,it ITA,Hellas Verona,it Serie A,33,2444,27.2,27,6,2,660,3337,1725,15,13,3,16,3,673,10,785,994,79,6,76,2,1,79,17901,6086,187,223,83.9,454,513,88.5,138,233,59.2,0,0,0,0,0,0,0,33,18,23,10,0,15,25,60,10,50,28,22,45,78,118,0,45,37,54.9
Harry Maguire,CB,2023-2024,30,eng ENG,Manchester Utd,eng Premier League,22,1653,18.4,18,4,3,702,4638,2771,20,13,2,9,2,782,2,917,1103,83.1,6,78,6,0,73,16999,6419,382,423,90.3,412,472,87.3,102,176,58,2,2,4,2,0,0,0,24,17,14,10,0,12,22,54.5,10,33,24,9,25,49,83,1,69,19,78.4
Patrick Mainka,CB,2023-2024,28,de GER,Heidenheim,de Bundesliga,34,3060,34,34,0,0,1049,6518,3805,33,15,0,13,5,1098,6,1289,1555,82.9,3,77,2,0,122,25821,10674,384,448,85.7,742,831,89.3,151,231,65.4,2,0,2,2,0,0,0,85,49,58,24,3,38,74,51.4,36,66,32,34,49,134,158,1,119,84,58.6
Ainsley Maitland-Niles,RWB,2023-2024,25,eng ENG,Lyon,fr Ligue 1,23,1432,15.9,16,7,6,645,3539,1645,26,25,6,15,11,580,82,663,796,83.3,18,45,17,3,76,10343,3289,350,387,90.4,241,285,84.6,44,71,62,1,4,5,0,1,1,0,34,18,12,14,8,19,37,51.4,18,16,6,10,17,51,29,1,18,21,46.2
Jordy Makengo,LB,2023-2024,21,fr FRA,Freiburg,de Bundesliga,20,1026,11.4,10,10,7,341,1998,975,27,20,3,14,5,384,34,449,545,82.4,5,36,5,4,52,7494,2108,200,227,88.1,219,244,89.8,24,51,47.1,0,0,0,0,0,0,0,17,11,11,5,1,6,10,60,4,16,4,12,11,28,37,0,17,15,53.1
Julián Malatini,CB,2023-2024,22,ar ARG,Werder Bremen,de Bundesliga,11,602,6.7,6,5,6,254,1271,578,9,4,0,11,3,270,7,295,364,81,4,29,3,2,27,5104,1552,135,151,89.4,137,156,87.8,20,42,47.6,1,0,1,1,0,0,0,18,13,12,3,3,16,24,66.7,8,8,1,7,13,31,26,0,9,10,47.4
Wilson Manafá,RB,2023-2024,29,pt POR,Granada,es La Liga,4,240,2.7,3,1,14,87,481,241,5,3,0,5,2,84,6,104,135,77,1,2,3,1,4,1756,547,52,57,91.2,41,52,78.8,9,18,50,0,0,0,0,0,0,0,6,4,3,2,1,4,7,57.1,3,1,0,1,1,7,4,1,2,2,50
Gianluca Mancini,CB,2023-2024,27,it ITA,Roma,it Serie A,36,2869,31.9,34,2,1,34,20,21,11,2,11,27,40.7,16,38,26,12,36,70,77,1,1397,6722,4373,38,43,0,4,10,1677,13,42,33,56,4,1,5,4,0,0,0,1744,2011,86.7,10,141,19,4,139,31178,10905,723,759,95.3,872,961,90.7,135,261,51.7
Reinildo Mandava,CB,2023-2024,29,mz MOZ,Atlético Madrid,es La Liga,16,731,8.1,7,9,8,30,22,16,11,3,19,22,86.4,3,10,2,8,15,45,21,0,229,1056,563,10,15,1,12,1,269,17,12,10,54.5,2,1,3,2,0,0,0,353,414,85.3,5,21,3,1,36,5330,2062,190,210,90.5,140,157,89.2,15,29,51.7
Aïssa Mandi,CB,2023-2024,31,dz ALG,Villarreal,es La Liga,16,1113,12.4,12,4,16,13,8,8,5,0,7,14,50,7,10,7,3,8,21,41,0,450,2516,1489,6,6,0,2,2,579,4,12,11,52.2,1,0,1,1,0,0,0,671,734,91.4,2,57,4,0,55,13380,5393,235,257,91.4,343,355,96.6,88,108,81.5
Kostas Manolas,CB,2023-2024,32,gr GRE,Salernitana,it Serie A,8,488,5.4,6,2,3,9,5,6,3,0,6,8,75,2,10,7,3,2,11,20,0,212,1028,470,0,2,0,1,1,246,2,20,8,71.4,0,0,0,0,0,0,0,276,303,91.1,1,7,3,1,10,5479,1918,73,78,93.6,176,182,96.7,22,35,62.9
Javier Manquillo,LB,2023-2024,29,es ESP,Celta Vigo,es La Liga,12,744,8.3,10,2,4,15,11,6,5,4,8,15,53.3,7,14,3,11,3,18,17,0,256,977,459,5,6,2,16,4,294,16,13,10,56.5,0,1,1,0,0,0,0,357,436,81.9,1,22,4,0,25,5551,2183,179,198,90.4,160,193,82.9,11,26,42.3
Faitout Maouassa,LB,2023-2024,25,fr FRA,Granada,es La Liga,9,305,3.4,3,6,17,9,6,7,1,1,5,6,83.3,1,7,0,7,1,10,6,0,79,481,252,10,5,4,6,5,83,17,5,2,71.4,0,1,1,0,0,0,0,78,126,61.9,7,4,2,2,6,1239,538,39,56,69.6,30,36,83.3,6,25,24
Marcão,CB,2023-2024,27,br BRA,Sevilla,es La Liga,7,355,3.9,3,4,13,9,6,5,4,0,6,10,60,4,8,6,2,4,13,11,1,129,783,542,3,5,0,3,0,165,0,5,3,62.5,0,0,0,0,0,0,0,176,199,88.4,1,17,0,0,12,3272,1364,65,67,97,96,105,91.4,14,20,70
Riccardo Marchizza,LB,2023-2024,25,it ITA,Frosinone,it Serie A,13,1148,12.8,13,0,7,7,6,4,3,0,3,13,23.1,10,10,2,8,7,14,33,0,306,1138,561,6,3,1,9,1,372,39,9,12,42.9,0,4,4,0,0,0,0,423,558,75.8,11,28,7,5,36,7144,3382,187,216,86.6,197,238,82.8,31,72,43.1
Gian Marco Ferrari,CB,2023-2024,31,it ITA,Sassuolo,it Serie A,31,2272,25.2,25,6,6,22,10,11,11,0,12,18,66.7,6,28,17,11,25,47,76,0,881,4954,3171,32,16,0,14,1,976,7,39,38,50.6,1,0,1,1,0,0,0,1073,1300,82.5,9,131,13,3,148,22039,9027,300,334,89.8,610,683,89.3,143,249,57.4
Óscar de Marcos,RB,2023-2024,34,es ESP,Athletic Club,es La Liga,28,2258,25.1,26,2,4,56,39,26,24,6,42,71,59.2,29,28,6,22,15,71,44,0,871,3548,2012,51,40,6,15,6,1027,125,13,16,44.8,1,5,6,1,0,0,0,1243,1566,79.4,21,131,37,26,143,20379,7935,634,708,89.5,477,593,80.4,103,183,56.3
Pablo Marí,CB,2023-2024,29,es ESP,Monza,it Serie A,34,2615,29.1,30,4,0,41,25,34,7,0,22,34,64.7,12,40,25,15,37,78,115,1,1224,5474,2795,2,8,0,8,3,1420,1,41,20,67.2,0,0,0,0,0,0,0,1581,1737,91,4,92,3,1,62,33221,11252,421,451,93.3,919,957,96,231,310,74.5
José María Giménez,CB,2023-2024,28,uy URU,Atlético Madrid,es La Liga,22,1326,14.7,14,8,2,18,10,10,7,1,5,16,31.3,11,16,12,4,10,28,95,0,419,1871,901,2,0,0,2,0,511,1,31,18,63.3,0,0,0,0,0,0,0,562,653,86.1,2,27,0,0,26,11718,4822,169,188,89.9,308,333,92.5,80,116,69
Rafa Marín,CB,2023-2024,21,es ESP,Alavés,es La Liga,33,2443,27.1,27,6,3,32,20,23,9,0,14,27,51.9,13,34,21,13,33,65,129,2,628,3485,2110,13,5,0,11,4,696,6,56,43,56.6,0,0,0,0,0,0,0,846,1025,82.5,5,71,2,0,77,17631,7334,259,291,89,454,506,89.7,127,211,60.2
Guillermo Maripán,CB,2023-2024,29,cl CHI,Monaco,fr Ligue 1,23,1767,19.6,21,2,3,22,8,15,6,1,10,27,37,17,26,13,13,30,52,106,4,882,4137,1648,4,1,1,9,1,812,5,47,38,55.3,1,0,1,1,0,0,0,934,1054,88.6,4,51,1,0,59,18953,6908,232,262,88.5,582,622,93.6,105,143,73.4
Mika Màrmol,CB,2023-2024,21,es ESP,Las Palmas,es La Liga,36,3178,35.3,36,0,1,70,42,44,24,2,35,53,66,18,39,19,20,44,114,147,2,1673,7990,5096,36,26,1,16,10,1987,13,31,34,47.7,0,1,1,0,0,0,0,2282,2586,88.2,5,147,5,2,142,35639,14409,1170,1235,94.7,969,1048,92.5,96,218,44
Marquinhos,CB,2023-2024,29,br BRA,Paris S-G,fr Ligue 1,21,1537,17.1,18,3,3,19,11,10,7,2,11,17,64.7,6,29,19,10,17,36,58,1,1657,9112,5224,18,25,0,8,2,1589,3,24,22,52.2,0,1,1,0,0,0,0,1706,1807,94.4,9,165,5,0,114,31879,9264,556,573,97,981,1008,97.3,141,190,74.2
Aarón Martín,LB,2023-2024,26,es ESP,Genoa,it Serie A,22,1376,15.3,17,5,10,21,10,7,10,4,9,22,40.9,13,12,4,8,9,30,15,0,367,1839,972,28,21,3,12,4,432,72,8,11,42.1,0,1,1,0,0,0,0,431,619,69.6,26,26,16,11,35,7748,2727,195,216,90.3,169,227,74.4,54,128,42.2
Jon Martin,CB,2023-2024,17,es ESP,Real Sociedad,es La Liga,1,24,0.3,0,1,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,1,2,1,0,0,0,0,0,4,0,1,0,100,0,0,0,0,0,0,0,5,7,71.4,0,0,0,0,0,125,44,1,2,50,3,3,100,1,2,50
Arnau Martinez,RB,2023-2024,20,es ESP,Girona,es La Liga,21,1241,13.8,14,7,15,25,16,17,6,2,15,32,46.9,17,15,5,10,10,35,41,3,541,2924,1608,29,14,1,16,9,655,16,10,13,43.5,0,2,2,0,0,0,0,751,834,90,11,62,9,4,68,11819,3256,362,384,94.3,342,366,93.4,27,49,55.1
Iñigo Martínez,CB,2023-2024,32,es ESP,Barcelona,es La Liga,20,1296,14.4,13,7,7,10,7,9,1,0,6,8,75,2,13,10,3,11,21,50,0,833,4930,3438,33,22,1,3,0,935,5,33,27,55,0,0,0,0,0,0,0,1001,1132,88.4,1,99,5,1,97,18676,6217,403,432,93.3,464,496,93.5,118,173,68.2
Lisandro Martínez,CB,2023-2024,25,ar ARG,Manchester Utd,eng Premier League,11,646,7.2,8,3,0,12,8,8,4,0,5,12,41.7,7,10,8,2,5,17,26,0,338,1775,1062,8,3,0,1,3,351,1,4,5,44.4,0,1,1,0,0,0,0,411,446,92.2,3,29,1,0,28,6870,2103,186,192,96.9,192,202,95,26,41,63.4
Lucas Martínez Quarta,CB,2023-2024,27,ar ARG,Fiorentina,it Serie A,29,2291,25.5,26,3,5,75,47,43,28,4,36,54,66.7,18,38,14,24,30,105,69,4,1184,6590,3542,23,20,3,21,7,1294,16,49,55,47.1,5,1,6,5,0,0,0,1362,1668,81.7,15,160,18,2,177,27951,11563,461,490,94.1,695,779,89.2,194,349,55.6
Adam Marušić,RB,2023-2024,30,me MNE,Lazio,it Serie A,37,3100,34.4,37,0,0,45,31,24,19,2,27,49,55.1,22,27,7,20,29,74,63,2,979,4378,2368,35,31,3,24,5,1334,108,32,33,49.2,1,0,1,1,0,0,0,1560,1880,83,10,110,24,11,118,24140,9157,843,935,90.2,582,704,82.7,89,159,56
Adam Masina,CB,2023-2024,29,ma MAR,Torino,it Serie A,20,1088,12.1,11,9,10,21,12,10,10,1,7,24,29.2,17,14,7,7,13,34,35,0,452,1853,838,3,4,0,6,7,524,9,26,15,63.4,0,0,0,0,0,0,0,579,682,84.9,3,35,4,0,43,10014,4186,248,274,90.5,283,326,86.8,39,65,60
Erhan Mašović,CB,2023-2024,24,rs SRB,Bochum,de Bundesliga,29,2219,24.7,24,5,3,64,40,37,22,5,37,70,52.9,33,32,10,22,25,89,75,2,402,2105,967,15,11,0,15,6,459,10,35,53,39.8,0,0,0,0,0,0,0,570,732,77.9,4,43,5,0,47,10260,3003,219,269,81.4,279,314,88.9,51,109,46.8
Clinton Mata,RB,2023-2024,30,ao ANG,Lyon,fr Ligue 1,28,2220,24.7,25,3,3,43,24,29,8,6,23,40,57.5,17,35,16,19,40,83,61,0,1226,6631,2926,32,27,2,29,19,1115,60,27,27,50,0,3,3,0,0,0,0,1286,1514,84.9,14,80,18,12,97,20444,7341,635,699,90.8,526,574,91.6,76,164,46.3
Joël Matip,CB,2023-2024,31,cm CMR,Liverpool,eng Premier League,10,781,8.7,9,1,4,12,6,7,4,1,8,12,66.7,4,16,12,4,9,21,43,0,421,2195,1406,8,13,0,3,4,451,1,28,10,73.7,0,0,0,0,0,0,0,494,564,87.6,2,27,2,0,34,8687,3066,198,216,91.7,257,287,89.5,33,47,70.2
Chrislain Matsima,CB,2023-2024,21,fr FRA,Monaco,fr Ligue 1,20,1478,16.4,16,4,13,27,18,16,10,1,12,25,48,13,18,11,7,17,44,78,1,750,4452,2514,18,11,1,9,5,684,6,33,21,61.1,1,1,2,1,0,0,0,784,886,88.5,3,73,1,0,76,13594,5527,313,346,90.5,407,436,93.3,42,73,57.5
Alan Matturro,CB,2023-2024,18,uy URU,Genoa,it Serie A,6,106,1.2,1,5,15,1,1,1,0,0,1,1,100,0,6,3,3,2,3,4,0,13,41,7,0,0,0,3,0,15,1,3,2,60,0,0,0,0,0,0,0,16,25,64,0,3,0,0,4,260,134,7,8,87.5,7,8,87.5,1,6,16.7
Konstantinos Mavropanos,CB,2023-2024,25,gr GRE,West Ham,eng Premier League,19,1500,16.7,16,3,10,28,16,17,9,2,17,21,81,4,21,13,8,23,51,79,3,393,2338,1349,10,1,1,7,0,419,2,44,23,65.7,1,0,1,1,0,0,0,482,635,75.9,3,29,1,0,38,9625,3911,155,179,86.6,266,303,87.8,53,131,40.5
Christian Mawissa,CB,2023-2024,18,fr FRA,Toulouse,fr Ligue 1,17,1118,12.4,12,5,8,22,15,14,4,4,9,23,39.1,14,22,11,11,22,44,41,1,528,2966,1628,26,25,4,14,5,471,11,19,27,41.3,2,0,2,2,0,0,0,511,617,82.8,3,28,4,1,39,8500,2791,234,261,89.7,243,280,86.8,27,59,45.8
Philipp Max,LB,2023-2024,29,de GER,Eint Frankfurt,de Bundesliga,23,1350,15,17,6,11,26,17,6,18,2,19,26,73.1,7,18,1,17,7,33,18,2,523,2613,1344,25,15,2,11,3,634,56,12,16,42.9,1,2,3,1,0,0,0,742,898,82.6,20,54,15,9,63,11783,4002,386,415,93,299,358,83.5,45,91,49.5
Noussair Mazraoui,RB,2023-2024,25,ma MAR,Bayern Munich,de Bundesliga,19,1197,13.3,15,4,2,32,21,14,11,7,13,21,61.9,8,14,1,13,20,52,27,1,639,2894,1600,34,23,7,13,6,781,79,19,21,47.5,0,3,3,0,0,0,0,865,980,88.3,15,92,17,3,103,12528,4216,514,550,93.5,309,341,90.6,27,40,67.5
Pasquale Mazzocchi,RB,2023-2024,28,it ITA,Napoli,it Serie A,28,1700,18.9,20,8,9,30,21,15,12,3,18,32,56.3,14,19,7,12,6,36,44,0,574,3700,1917,50,42,7,36,16,653,84,18,33,35.3,0,2,2,0,0,0,0,685,911,75.2,17,48,22,13,60,10242,4171,412,465,88.6,223,310,71.9,35,92,38
Joakim Mæhle,RB,2023-2024,26,dk DEN,Wolfsburg,de Bundesliga,30,2452,27.2,27,3,1,62,39,33,18,11,41,64,64.1,23,43,5,38,29,91,65,0,963,5547,3021,84,60,12,35,15,1051,137,22,24,47.8,2,3,5,2,0,0,0,1263,1555,81.2,22,86,27,8,119,19313,7037,694,760,91.3,473,573,82.5,60,121,49.6
Kevin Mbabu,RB,2023-2024,28,ch SUI,Augsburg,de Bundesliga,25,2047,22.7,22,3,4,51,39,25,18,8,23,40,57.5,17,29,9,20,24,75,48,0,626,4024,1885,70,48,8,41,25,654,106,26,15,63.4,0,2,2,0,0,0,0,644,1020,63.1,20,64,30,20,84,11482,5396,288,365,78.9,274,419,65.4,69,167,41.3
Mamadou Mbaye,CB,2023-2024,25,sn SEN,Cádiz,es La Liga,4,288,3.2,2,2,27,6,3,3,3,0,2,5,40,3,10,7,3,5,11,26,0,35,170,83,0,0,0,2,0,43,0,9,5,64.3,0,0,0,0,0,0,0,47,84,56,0,3,0,0,4,996,518,15,21,71.4,20,29,69,10,28,35.7
Chancel Mbemba,CB,2023-2024,28,cd COD,Marseille,fr Ligue 1,25,2207,24.5,25,0,1,33,21,25,7,1,17,30,56.7,13,21,13,8,13,46,95,1,1221,6994,4035,16,29,2,17,5,1148,10,40,32,55.6,2,2,4,2,0,0,0,1222,1398,87.4,7,124,11,3,131,24175,8626,372,410,90.7,701,770,91,130,188,69.1
Scott McKenna,CB,2023-2024,26,sct SCO,Nott'ham Forest,eng Premier League,5,416,4.6,5,0,1,4,0,3,1,0,2,3,66.7,1,6,4,2,5,9,27,0,102,365,177,1,0,0,3,0,107,0,20,3,87,0,0,0,0,0,0,0,137,186,73.7,3,10,3,0,10,2769,1280,38,48,79.2,82,109,75.2,17,28,60.7
Facundo Medina,CB,2023-2024,24,ar ARG,Lens,fr Ligue 1,31,2714,30.2,30,1,0,64,38,25,31,8,44,69,63.8,25,38,13,25,24,88,59,2,1846,11169,6030,51,53,4,30,15,1661,20,37,22,62.7,1,3,4,1,0,0,0,1823,2112,86.3,25,205,31,7,219,32296,11954,738,813,90.8,885,958,92.4,149,256,58.2
Ben Mee,Cb,2023-2024,33,eng ENG,Brentford,eng Premier League,16,1272,14.1,15,1,2,26,15,12,12,2,17,22,77.3,5,21,13,8,13,39,63,1,388,1958,1150,11,4,1,9,7,447,9,35,32,52.2,2,0,2,2,0,0,0,511,667,76.6,6,45,4,2,49,9030,3658,218,249,87.6,235,285,82.5,49,103,47.6
Bamo Meïté,CB,2023-2024,21,ci CIV,Marseille,fr Ligue 1,18,784,8.7,8,10,10,18,11,15,3,0,8,13,61.5,5,14,7,7,14,32,44,0,489,2757,1387,11,14,1,7,5,456,5,23,11,67.6,0,0,0,0,0,0,0,510,563,90.6,1,28,2,0,30,8216,2686,239,254,94.1,228,243,93.8,27,43,62.8
Birger Meling,LB,2023-2024,28,no NOR,Rennes,fr Ligue 1,1,16,0.2,0,1,0,1,1,1,0,0,1,1,100,0,1,0,1,0,1,0,0,4,10,4,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,7,7,100,0,0,0,0,0,98,22,5,5,100,2,2,100,0,0,
Houboulang Mendes,RB,2023-2024,25,gw GNB,Almería,es La Liga,7,396,4.4,4,3,6,16,13,11,5,0,8,16,50,8,4,2,2,1,17,17,1,83,389,175,5,4,0,8,4,89,6,7,5,58.3,0,0,0,0,0,0,0,129,177,72.9,1,12,1,1,9,2191,1089,62,69,89.9,54,75,72,10,22,45.5
Nuno Mendes,LB,2023-2024,21,pt POR,Paris S-G,fr Ligue 1,6,267,3,2,4,0,5,5,4,1,0,4,7,57.1,3,4,0,4,4,9,2,0,187,995,530,12,11,2,2,3,174,25,6,2,75,1,1,2,1,0,0,0,183,222,82.4,3,11,2,1,21,3087,712,79,92,85.9,87,100,87,14,19,73.7
Bruno Méndez,RB,2023-2024,23,uy URU,Granada,es La Liga,17,1333,14.8,15,2,1,36,17,19,12,5,21,37,56.8,16,24,6,18,26,62,45,0,351,1434,767,8,4,0,9,4,394,14,20,17,54.1,2,0,2,2,0,0,0,452,636,71.1,4,45,5,2,47,8562,3375,164,195,84.1,220,283,77.7,55,120,45.8
Antoine Mendy,CB,2023-2024,19,fr FRA,Nice,fr Ligue 1,10,418,4.6,4,6,12,7,5,4,3,0,3,7,42.9,4,4,1,3,8,15,16,0,209,1092,505,3,3,0,1,0,192,6,7,12,36.8,0,0,0,0,0,0,0,211,244,86.5,2,15,2,2,12,4086,1001,69,77,89.6,116,129,89.9,21,31,67.7
Benjamin Mendy,LB,2023-2024,29,fr FRA,Lorient,fr Ligue 1,15,711,7.9,7,8,0,3,1,2,1,0,1,5,20,4,8,2,6,7,10,20,0,347,1999,937,26,28,1,12,5,338,85,4,7,36.4,2,1,3,2,0,0,0,318,468,67.9,16,26,18,13,34,5341,2047,156,190,82.1,122,170,71.8,29,84,34.5
Ferland Mendy,LB,2023-2024,28,fr FRA,Real Madrid,es La Liga,23,1720,19.1,21,2,5,15,10,12,2,1,11,14,78.6,3,12,2,10,13,28,26,1,858,3474,1505,19,21,3,20,14,1026,96,6,5,54.5,0,0,0,0,0,0,0,1201,1275,94.2,11,63,10,1,84,16396,4875,759,781,97.2,356,383,93,41,50,82
Formose Mendy,CB,2023-2024,22,sn SEN,Lorient,fr Ligue 1,18,1256,14,13,5,8,33,19,24,8,1,20,33,60.6,13,23,12,11,20,53,59,1,568,3364,1569,14,9,1,14,8,493,13,43,15,74.1,0,0,0,0,0,0,0,587,739,79.4,2,56,4,1,61,11323,4269,233,286,81.5,264,299,88.3,74,119,62.2
Teden Mengi,CB,2023-2024,21,eng ENG,Luton Town,eng Premier League,30,2469,27.4,28,2,3,54,22,33,20,1,19,30,63.3,11,39,27,12,57,111,140,1,596,3222,1660,15,8,2,22,5,616,1,60,43,58.3,1,0,1,1,0,0,0,728,938,77.6,6,62,5,0,54,14286,5525,256,296,86.5,378,431,87.7,82,177,46.3
Chris Mepham,CB,2023-2024,25,wls WAL,Bournemouth,eng Premier League,10,617,6.9,6,4,14,12,11,9,3,0,9,14,64.3,5,13,6,7,7,19,30,1,235,1304,736,4,4,0,2,2,242,1,29,20,59.2,0,1,1,0,0,0,0,296,359,82.5,3,34,4,0,25,5965,1994,96,115,83.5,163,184,88.6,35,55,63.6
Jorge Meré,CB,2023-2024,26,es ESP,Cádiz,es La Liga,10,673,7.5,8,2,16,8,7,6,2,0,4,7,57.1,3,5,3,2,8,16,33,0,115,423,237,2,2,0,0,1,137,0,8,11,42.1,0,0,0,0,0,0,0,166,233,71.2,0,15,1,0,15,3605,1173,45,54,83.3,92,106,86.8,28,66,42.4
Quentin Merlin,LB,2023-2024,21,fr FRA,Marseille,fr Ligue 1,26,1986,22.1,23,3,2,42,32,22,17,3,24,45,53.3,21,26,1,25,24,66,36,0,1008,5769,2583,49,44,9,24,12,914,118,9,20,31,0,2,2,0,0,0,0,975,1306,74.7,30,120,37,14,144,18639,7483,366,436,83.9,461,578,79.8,127,235,54
Thomas Meunier,RB,2023-2024,31,be BEL,Dortmund,de Bundesliga,8,586,6.5,7,1,2,5,1,3,2,0,3,13,23.1,10,8,2,6,4,9,22,0,304,1781,923,21,13,2,6,4,356,25,7,6,53.8,0,0,0,0,0,0,0,399,495,80.6,4,25,2,0,33,6833,2757,187,211,88.6,176,216,81.5,31,52,59.6
Bastien Meupiyou,CB,2023-2024,17,fr FRA,Nantes,fr Ligue 1,1,8,0.1,1,0,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,4,42,5,0,0,0,1,0,3,0,0,0,,0,0,0,0,0,0,0,5,5,100,0,0,0,0,0,100,3,1,1,100,4,4,100,0,0,
Nikola Milenković,CB,2023-2024,25,rs SRB,Fiorentina,it Serie A,34,2510,27.9,27,7,4,41,21,24,14,3,22,36,61.1,14,22,14,8,27,68,95,1,1004,4636,2412,8,12,1,6,2,1193,10,111,28,79.9,0,0,0,0,0,0,0,1341,1584,84.7,8,73,0,0,81,27355,9362,395,465,84.9,777,838,92.7,159,235,67.7
Éder Militão,CB,2023-2024,25,br BRA,Real Madrid,es La Liga,10,496,5.5,6,4,0,7,3,4,3,0,6,9,66.7,3,4,3,1,4,11,19,1,244,1145,609,7,4,0,3,1,274,2,11,13,45.8,0,0,0,0,0,0,0,297,329,90.3,0,13,0,0,15,5567,1956,110,114,96.5,156,165,94.5,28,40,70
Kim Min-jae,CB,2023-2024,26,kr KOR,Bayern Munich,de Bundesliga,25,1970,21.9,22,3,3,37,24,21,11,5,12,24,50,12,29,19,10,45,82,70,2,1354,6415,3524,14,10,0,5,5,1730,3,75,29,72.1,1,1,2,1,0,0,0,1986,2139,92.8,8,129,2,0,131,33551,13144,863,905,95.4,1011,1061,95.3,94,131,71.8
Yerry Mina,CB,2023-2024,28,co COL,Cagliari,it Serie A,18,1259,14,14,4,11,21,14,15,6,0,14,21,66.7,7,23,14,9,4,25,79,0,345,1971,1072,4,0,0,10,0,373,4,36,14,72,2,0,2,1,1,1,0,463,579,80,0,17,4,1,25,9622,3440,134,151,88.7,263,299,88,63,116,54.3
Lucas Mincarelli,LB,2023-2024,19,fr FRA,Montpellier,fr Ligue 1,13,978,10.9,12,1,9,29,16,19,6,4,17,34,50,17,17,4,13,8,37,27,0,312,2156,998,24,27,1,11,15,276,40,10,13,43.5,1,1,2,1,0,0,0,326,438,74.4,4,14,7,2,26,5326,1994,160,192,83.3,135,160,84.4,21,57,36.8
Tyrone Mings,CB,2023-2024,30,eng ENG,Aston Villa,eng Premier League,1,30,0.3,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,4,8,3,0,0,0,1,0,4,0,1,0,100,0,0,0,0,0,0,0,5,5,100,1,1,0,0,0,119,86,0,0,,2,2,100,2,2,100
Óscar Mingueza,CB,2023-2024,24,es ESP,Celta Vigo,es La Liga,38,2998,33.3,33,5,0,62,38,44,11,7,37,80,46.3,43,38,7,31,17,79,49,2,1313,6460,3490,74,76,9,31,26,1498,134,16,18,47.1,2,2,4,2,0,0,0,1478,1967,75.1,48,169,55,17,170,24165,11712,778,875,88.9,536,699,76.7,125,277,45.1
Ignasi Miquel,CB,2023-2024,30,es ESP,Granada,es La Liga,34,2992,33.2,33,1,1,47,30,39,6,2,23,40,57.5,17,32,16,16,45,92,132,4,1027,4460,2198,8,6,1,21,4,1146,8,56,55,50.5,1,1,2,1,0,0,0,1265,1549,81.7,12,72,5,0,83,25083,9540,396,447,88.6,715,790,90.5,145,284,51.1
Juan Miranda,LB,2023-2024,23,es ESP,Betis,es La Liga,25,1858,20.6,21,4,10,38,24,21,13,4,17,31,54.8,14,31,6,25,19,57,62,0,654,2498,1316,35,24,3,22,5,789,95,26,27,49.1,1,1,2,1,0,0,0,913,1166,78.3,23,64,32,9,103,15668,7497,416,467,89.1,382,488,78.3,86,149,57.7
Kevin Miranda,CB,2023-2024,20,it ITA,Sassuolo,it Serie A,1,14,0.2,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,8,49,31,0,0,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,9,10,90,0,0,0,0,0,165,43,3,3,100,5,6,83.3,1,1,100
Filippo Missori,RB,2023-2024,19,it ITA,Sassuolo,it Serie A,8,266,3,2,6,26,6,3,2,4,0,4,11,36.4,7,3,2,1,4,10,8,0,65,330,198,5,2,2,1,2,73,7,6,1,85.7,0,0,0,0,0,0,0,89,113,78.8,2,5,2,2,8,1575,527,40,44,90.9,38,48,79.2,10,17,58.8
Tyrick Mitchell,LB,2023-2024,23,eng ENG,Crystal Palace,eng Premier League,37,3204,35.6,37,0,0,105,60,75,21,9,43,60,71.7,17,63,10,53,26,131,104,0,818,3253,1564,32,23,9,46,28,979,159,21,26,44.7,2,3,5,2,0,0,0,1177,1627,72.3,24,74,29,12,94,18588,7927,605,718,84.3,486,654,74.3,63,142,44.4
Stefan Mitrović,CB,2023-2024,33,rs SRB,Getafe,es La Liga,11,699,7.8,9,2,10,9,3,7,2,0,4,8,50,4,3,2,1,6,15,26,0,140,780,457,4,0,0,3,0,142,2,11,20,35.5,1,0,1,1,0,0,0,191,251,76.1,2,16,1,0,19,4178,1581,57,69,82.6,94,115,81.7,40,66,60.6
Maximilian Mittelstädt,LB,2023-2024,26,de GER,Stuttgart,de Bundesliga,31,2103,23.4,23,8,2,91,51,46,39,6,53,89,59.6,36,36,6,30,46,137,65,0,1056,5264,2712,70,58,6,30,21,1337,129,30,20,60,2,4,6,2,0,0,0,1447,1708,84.7,30,107,33,20,123,21937,6603,799,864,92.5,521,611,85.3,74,133,55.6
