,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,Cmp,Att,Cmp%,KP,PPA,CrsPA,PrgP,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Touches,Def 3rd Touch,Mid 3rd Touch,Att 3rd Touch,Live,Carries,TotDist,PrgDist,PrgC,1/3C,CPA,Mis,Dis,Sh,G/Sh,G/SoT,SoT,SoT%,Sh Dist,FK,xG,npxG,xA,G-xG,Live.1,Dead,FK.1,Sw,Crs,TI,CK,Head Won,Head Lost,Head Won%
401,Kaoru Mitoma,LW,2023-2024,26.0,Japan,Brighton,Premier League,19,1486,16.5,15,4,509.0,650.0,78.3,25.0,34.0,5.0,64.0,357.0,413.0,86.4,110.0,153.0,71.9,9.0,24,37.5,3.5,3.5,2.7,6.2,3.6,6.2,-0.5,-0.5,0.1,34.0,0.09,15.0,44.1,13.2,0.0,34.0,0.09,0.2,15,44.1,3.0,4.0,7.0,3,0.0,0.0,0,852.0,17.0,514.0,852.0,3,4,7,0,0,0,639,11,11,50.0
402,Aleksandar Mitrović,ST,2023-2024,28.0,Serbia,Fulham,Premier League,1,33,0.4,0,1,4.0,8.0,50.0,0.0,1.0,0.0,1.0,1.0,3.0,33.3,2.0,4.0,50.0,1.0,1,100.0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.08,2.0,0.0,1.0,50.0,11.0,0.0,2.0,0.0,0.0,1,50.0,0.0,0.0,0.0,0,0.0,0.0,0,12.0,0.0,6.0,12.0,0,0,0,0,0,0,8,2,1,66.7
403,Stefan Mitrović,LW,2023-2024,20.0,Serbia,Hellas Verona,Serie A,10,391,4.3,4,6,77.0,105.0,73.3,3.0,2.0,1.0,15.0,45.0,50.0,90.0,23.0,31.0,74.2,7.0,12,58.3,0.4,0.4,0.1,0.5,0.2,0.5,-0.4,-0.4,0.06,7.0,0.0,1.0,14.3,15.1,0.0,7.0,0.0,0.0,1,14.3,0.0,0.0,0.0,0,0.0,0.0,0,164.0,1.0,69.0,164.0,0,0,0,0,0,0,101,4,18,18.2
404,Terem Moffi,ST,2023-2024,24.0,Nigeria,Nice,Ligue 1,30,1949,21.7,23,7,274.0,387.0,70.8,22.0,12.0,0.0,27.0,161.0,200.0,80.5,87.0,122.0,71.3,10.0,19,52.6,10.7,8.3,3.2,13.8,1.1,11.5,0.3,-0.3,0.18,46.0,0.17,20.0,43.5,15.4,0.0,46.0,0.17,0.4,20,43.5,11.0,2.0,13.0,8,3.0,3.0,0,572.0,18.0,256.0,569.0,11,2,13,3,3,0,349,20,39,33.9
405,Mostafa Mohamed,ST,2023-2024,25.0,Egypt,Nantes,Ligue 1,29,2002,22.2,24,5,238.0,369.0,64.5,23.0,10.0,3.0,25.0,126.0,174.0,72.4,79.0,124.0,63.7,17.0,33,51.5,7.8,5.5,2.4,10.2,1.3,7.8,0.2,-0.5,0.09,62.0,0.08,23.0,37.1,15.6,4.0,62.0,0.08,0.22,23,37.1,8.0,2.0,10.0,5,3.0,3.0,0,673.0,34.0,280.0,670.0,8,2,10,3,3,0,341,72,66,52.2
406,Alberto Moleiro,ST,2023-2024,19.0,Spain,Las Palmas,La Liga,28,1803,20.0,21,7,581.0,735.0,79.0,27.0,26.0,2.0,87.0,349.0,402.0,86.8,189.0,225.0,84.0,12.0,28,42.9,2.0,2.0,2.7,4.6,2.7,4.6,1.0,1.0,0.06,33.0,0.09,10.0,30.3,20.0,0.0,33.0,0.09,0.3,10,30.3,3.0,3.0,6.0,3,0.0,0.0,0,977.0,8.0,453.0,977.0,3,3,6,0,0,0,709,1,16,5.9
407,Kieffer Moore,ST,2023-2024,30.0,Wales,Bournemouth,Premier League,8,108,1.2,0,8,28.0,42.0,66.7,2.0,2.0,0.0,4.0,22.0,29.0,75.9,4.0,8.0,50.0,0.0,0,,1.5,1.5,0.2,1.7,0.3,1.7,-0.5,-0.5,0.25,6.0,0.17,2.0,33.3,12.5,0.0,6.0,0.17,0.5,2,33.3,1.0,0.0,1.0,1,0.0,0.0,0,53.0,0.0,30.0,53.0,1,0,1,0,0,0,41,6,6,50.0
408,Álvaro Morata,ST,2023-2024,30.0,Spain,Atlético Madrid,La Liga,32,1904,21.2,21,11,267.0,384.0,69.5,15.0,7.0,2.0,20.0,163.0,213.0,76.5,67.0,92.0,72.8,19.0,30,63.3,13.8,12.9,1.7,15.4,1.6,14.6,1.2,2.1,0.2,66.0,0.23,33.0,50.0,11.4,0.0,66.0,0.23,0.45,33,50.0,15.0,3.0,18.0,15,0.0,1.0,1,616.0,28.0,287.0,615.0,15,3,18,0,1,1,357,44,32,57.9
409,Diego Moreira,LW,2023-2024,18.0,Portugal,Lyon,Ligue 1,7,270,3.0,4,3,74.0,108.0,68.5,3.0,3.0,0.0,12.0,46.0,60.0,76.7,24.0,34.0,70.6,2.0,8,25.0,0.7,0.7,0.3,1.0,0.2,1.0,-0.7,-0.7,0.14,5.0,0.0,2.0,40.0,11.3,0.0,5.0,0.0,0.0,2,40.0,0.0,0.0,0.0,0,0.0,0.0,0,148.0,2.0,51.0,148.0,0,0,0,0,0,0,105,5,8,38.5
410,Gerard Moreno,ST,2023-2024,31.0,Spain,Villarreal,La Liga,30,2215,24.6,28,2,779.0,1001.0,77.8,53.0,43.0,6.0,155.0,422.0,491.0,85.9,275.0,335.0,82.1,70.0,106,66.0,9.7,7.3,5.3,15.0,4.6,12.6,0.3,0.7,0.12,60.0,0.13,18.0,30.0,15.3,0.0,60.0,0.13,0.44,18,30.0,10.0,6.0,16.0,8,2.0,3.0,1,1273.0,32.0,558.0,1270.0,10,6,16,2,3,1,934,27,28,49.1
411,Carlton Morris,ST,2023-2024,27.0,England,Luton Town,Premier League,38,2862,31.8,32,6,484.0,751.0,64.4,22.0,11.0,0.0,56.0,310.0,415.0,74.7,132.0,209.0,63.2,18.0,34,52.9,11.4,7.5,2.8,14.2,1.6,10.2,-0.4,-1.5,0.11,66.0,0.09,26.0,39.4,13.5,0.0,66.0,0.09,0.23,26,39.4,11.0,4.0,15.0,6,5.0,5.0,0,1071.0,63.0,457.0,1066.0,11,4,15,5,5,0,719,133,169,44.0
412,Dany Mota,SS,2023-2024,25.0,Portugal,Monza,Serie A,34,2049,22.8,24,10,625.0,836.0,74.8,34.0,21.0,11.0,57.0,316.0,373.0,84.7,222.0,289.0,76.8,75.0,108,69.4,3.6,3.6,3.0,6.5,3.1,6.5,0.4,0.4,0.09,38.0,0.11,11.0,28.9,14.4,0.0,38.0,0.11,0.36,11,28.9,4.0,3.0,7.0,4,0.0,0.0,0,1028.0,22.0,504.0,1028.0,4,3,7,0,0,0,775,40,48,45.5
413,Lebo Mothiba,ST,2023-2024,27.0,South Africa,Strasbourg,Ligue 1,15,617,6.9,5,10,86.0,118.0,72.9,5.0,2.0,1.0,9.0,53.0,64.0,82.8,23.0,31.0,74.2,2.0,2,100.0,4.6,4.6,0.2,4.8,0.5,4.8,-1.6,-1.6,0.31,16.0,0.19,7.0,43.8,9.8,0.0,16.0,0.19,0.43,7,43.8,3.0,0.0,3.0,3,0.0,0.0,0,183.0,13.0,103.0,183.0,3,0,3,0,0,0,115,22,29,43.1
414,Youssoufa Moukoko,ST,2023-2024,18.0,Germany,Dortmund,Bundesliga,20,625,6.9,4,16,104.0,128.0,81.3,7.0,6.0,0.0,15.0,70.0,80.0,87.5,20.0,24.0,83.3,5.0,6,83.3,3.9,3.9,0.3,4.2,0.7,4.2,1.1,1.1,0.28,14.0,0.36,7.0,50.0,13.0,0.0,14.0,0.36,0.71,7,50.0,5.0,0.0,5.0,5,0.0,0.0,0,199.0,5.0,99.0,199.0,5,0,5,0,0,0,120,6,10,37.5
415,Steve Mounié,ST,2023-2024,28.0,Benin,Brest,Ligue 1,32,1769,19.7,20,12,282.0,454.0,62.1,21.0,9.0,3.0,25.0,155.0,236.0,65.7,94.0,155.0,60.6,13.0,19,68.4,8.9,8.9,2.1,11.0,1.4,11.0,-2.9,-2.9,0.15,60.0,0.1,25.0,41.7,11.4,0.0,60.0,0.1,0.24,25,41.7,6.0,2.0,8.0,6,0.0,0.0,0,673.0,22.0,316.0,673.0,6,2,8,0,0,0,451,137,94,59.3
416,Divin Mubama,ST,2023-2024,18.0,England,West Ham,Premier League,5,80,0.9,0,5,16.0,22.0,72.7,0.0,0.0,0.0,0.0,12.0,16.0,75.0,2.0,3.0,66.7,1.0,1,100.0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.15,1.0,0.0,0.0,0.0,12.5,0.0,1.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,32.0,0.0,9.0,32.0,0,0,0,0,0,0,20,4,5,44.4
417,Mykhailo Mudryk,LW,2023-2024,22.0,Ukraine,Chelsea,Premier League,31,1576,17.5,18,13,385.0,566.0,68.0,32.0,22.0,4.0,45.0,237.0,300.0,79.0,96.0,148.0,64.9,30.0,66,45.5,4.4,4.4,4.1,8.5,3.2,8.5,0.6,0.6,0.13,35.0,0.14,12.0,34.3,17.2,0.0,35.0,0.14,0.42,12,34.3,5.0,2.0,7.0,5,0.0,0.0,0,777.0,14.0,420.0,777.0,5,2,7,0,0,0,498,7,13,35.0
418,Samuele Mulattieri,ST,2023-2024,22.0,Italy,Sassuolo,Serie A,27,462,5.1,1,26,81.0,116.0,69.8,6.0,0.0,0.0,1.0,49.0,67.0,73.1,26.0,31.0,83.9,1.0,5,20.0,1.6,1.6,0.3,1.9,0.5,1.9,-1.6,-1.6,0.12,13.0,0.0,5.0,38.5,11.5,0.0,13.0,0.0,0.0,5,38.5,0.0,0.0,0.0,0,0.0,0.0,0,188.0,4.0,77.0,188.0,0,0,0,0,0,0,100,23,35,39.7
419,Rodrigo Muniz,ST,2023-2024,22.0,Brazil,Fulham,Premier League,26,1593,17.7,18,8,136.0,222.0,61.3,18.0,7.0,0.0,19.0,74.0,113.0,65.5,39.0,64.0,60.9,12.0,16,75.0,8.7,8.7,2.0,10.7,0.9,10.7,0.3,0.3,0.12,73.0,0.12,26.0,35.6,11.8,0.0,73.0,0.12,0.35,26,35.6,9.0,1.0,10.0,9,0.0,0.0,0,462.0,30.0,220.0,462.0,9,1,10,0,0,0,207,74,109,40.4
420,Luis Muriel,ST,2023-2024,32.0,Colombia,Atalanta,Serie A,18,409,4.5,2,16,170.0,241.0,70.5,15.0,11.0,5.0,24.0,93.0,117.0,79.5,56.0,75.0,74.7,18.0,34,52.9,1.5,1.5,1.7,3.3,1.4,3.3,0.5,0.5,0.07,23.0,0.09,9.0,39.1,23.6,4.0,23.0,0.09,0.22,9,39.1,2.0,1.0,3.0,2,0.0,0.0,0,313.0,1.0,180.0,313.0,2,1,3,0,0,0,203,6,7,46.2
421,Vedat Muriqi,ST,2023-2024,29.0,Kosovo,Mallorca,La Liga,29,2327,25.9,25,4,411.0,660.0,62.3,34.0,13.0,2.0,40.0,225.0,338.0,66.6,130.0,196.0,66.3,26.0,41,63.4,10.4,8.0,2.6,13.0,1.8,10.6,-3.4,-2.0,0.13,62.0,0.1,21.0,33.9,14.1,0.0,62.0,0.1,0.29,21,33.9,7.0,2.0,9.0,6,1.0,3.0,2,953.0,28.0,405.0,950.0,7,2,9,1,3,2,642,142,127,52.8
422,Jacob Murphy,RW,2023-2024,28.0,England,Newcastle Utd,Premier League,21,1189,13.2,14,7,343.0,519.0,66.1,31.0,30.0,8.0,52.0,200.0,244.0,82.0,117.0,175.0,66.9,19.0,61,31.1,2.1,2.1,5.0,7.1,3.4,7.1,0.9,0.9,0.07,30.0,0.1,10.0,33.3,19.6,0.0,30.0,0.1,0.3,10,33.3,3.0,7.0,10.0,3,0.0,0.0,0,666.0,24.0,339.0,666.0,3,7,10,0,0,0,478,4,10,28.6
423,Kingstone Mutandwa,ST,2023-2024,20.0,Zambia,Cagliari,Serie A,5,39,0.4,0,5,3.0,9.0,33.3,0.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,25.0,0.0,0,,0.1,0.1,0.0,0.1,0.0,0.1,0.9,0.9,0.04,2.0,0.5,1.0,50.0,19.1,0.0,2.0,0.5,1.0,1,50.0,1.0,0.0,1.0,1,0.0,0.0,0,22.0,2.0,7.0,22.0,1,0,1,0,0,0,9,3,3,50.0
424,Nathan N'Goumou,LW,2023-2024,23.0,France,Gladbach,Bundesliga,32,1385,15.4,14,18,329.0,445.0,73.9,16.0,17.0,4.0,47.0,206.0,255.0,80.8,87.0,115.0,75.7,16.0,27,59.3,3.8,3.8,1.7,5.5,2.9,5.5,1.2,1.2,0.12,31.0,0.16,11.0,35.5,15.8,0.0,31.0,0.16,0.45,11,35.5,5.0,2.0,7.0,5,0.0,0.0,0,652.0,19.0,306.0,652.0,5,2,7,0,0,0,425,9,34,20.9
425,Keito Nakamura,LW,2023-2024,23.0,Japan,Reims,Ligue 1,25,1381,15.3,17,8,292.0,400.0,73.0,14.0,16.0,2.0,56.0,136.0,172.0,79.1,113.0,145.0,77.9,26.0,45,57.8,3.2,3.2,1.3,4.5,2.2,4.5,0.8,0.8,0.08,41.0,0.1,12.0,29.3,16.5,0.0,41.0,0.1,0.33,12,29.3,4.0,1.0,5.0,4,0.0,0.0,0,570.0,11.0,280.0,570.0,4,1,5,0,0,0,391,11,6,64.7
426,Bassirou Ndiaye,ST,2023-2024,21.0,Senegal,Lorient,Ligue 1,5,152,1.7,0,5,27.0,39.0,69.2,2.0,0.0,0.0,1.0,17.0,21.0,81.0,5.0,8.0,62.5,2.0,5,40.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0,,0.0,0.0,0.0,0,0.0,0.0,0,69.0,1.0,23.0,69.0,0,0,0,0,0,0,36,3,5,37.5
427,Iliman Ndiaye,SS,2023-2024,23.0,Senegal,Marseille,Ligue 1,30,1618,18.0,19,11,465.0,562.0,82.7,22.0,15.0,3.0,62.0,241.0,279.0,86.4,188.0,219.0,85.8,13.0,20,65.0,4.5,4.5,2.6,7.1,2.9,7.1,-1.5,-1.5,0.13,35.0,0.09,9.0,25.7,15.6,0.0,35.0,0.09,0.33,9,25.7,3.0,3.0,6.0,3,0.0,0.0,0,771.0,12.0,411.0,771.0,3,3,6,0,0,0,554,7,11,38.9
428,Michael Ndiweni,ST,2023-2024,19.0,England,Newcastle Utd,Premier League,1,1,0.0,0,1,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0,,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,0.0,2.0,0,0,0,0,0,0,2,0,0,
429,Dan Ndoye,RW,2023-2024,22.0,Switzerland,Bologna,Serie A,32,1771,19.7,20,12,467.0,602.0,77.6,22.0,13.0,5.0,36.0,268.0,307.0,87.3,138.0,172.0,80.2,34.0,57,59.6,4.9,4.9,1.8,6.6,1.2,6.6,-3.9,-3.9,0.13,41.0,0.02,16.0,39.0,16.7,0.0,41.0,0.02,0.06,16,39.0,1.0,1.0,2.0,1,0.0,0.0,0,872.0,19.0,423.0,872.0,1,1,2,0,0,0,577,7,16,30.4
430,Álvaro Negredo,ST,2023-2024,37.0,Spain,Cádiz,La Liga,7,54,0.6,0,7,10.0,22.0,45.5,1.0,1.0,1.0,0.0,5.0,10.0,50.0,3.0,3.0,100.0,1.0,4,25.0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,0.03,3.0,0.0,1.0,33.3,29.1,1.0,3.0,0.0,0.0,1,33.3,0.0,0.0,0.0,0,0.0,0.0,0,32.0,0.0,19.0,32.0,0,0,0,0,0,0,17,3,1,75.0
431,Reiss Nelson,RW,2023-2024,23.0,England,Arsenal,Premier League,15,268,3.0,1,14,127.0,144.0,88.2,5.0,6.0,2.0,5.0,80.0,83.0,96.4,31.0,36.0,86.1,6.0,12,50.0,0.2,0.2,0.6,0.8,0.4,0.8,-0.2,-0.2,0.05,4.0,0.0,1.0,25.0,19.7,0.0,4.0,0.0,0.0,1,25.0,0.0,0.0,0.0,0,0.0,0.0,0,188.0,8.0,96.0,188.0,0,0,0,0,0,0,132,0,5,0.0
432,Pedro Neto,RW,2023-2024,23.0,Portugal,Wolves,Premier League,20,1516,16.8,18,2,538.0,722.0,74.5,38.0,29.0,12.0,54.0,308.0,354.0,87.0,154.0,210.0,73.3,49.0,98,50.0,3.5,3.5,4.4,7.9,3.7,7.9,-1.5,-1.5,0.1,36.0,0.06,12.0,33.3,16.8,3.0,36.0,0.06,0.17,12,33.3,2.0,9.0,11.0,2,0.0,0.0,0,904.0,4.0,505.0,904.0,2,9,11,0,0,0,645,4,18,18.2
433,Jessic Ngankam,ST,2023-2024,23.0,Germany,2 Teams,Bundesliga,22,464,5.2,4,18,46.0,69.0,66.7,5.0,1.0,0.0,2.0,30.0,42.0,71.4,11.0,18.0,61.1,0.0,0,,2.1,1.3,0.3,0.9,0.7,1.6,-2.1,-1.3,0.09,14.0,0.0,5.0,35.7,16.9,0.0,14.0,0.0,0.0,5,35.7,0.0,0.0,0.0,0,0.0,1.0,1,142.0,2.0,70.0,141.0,0,0,0,0,1,1,64,5,21,19.2
434,Cyril Ngonge,RW,2023-2024,23.0,Belgium,2 Teams,Serie A,32,1746,19.4,18,14,341.0,505.0,67.5,30.0,18.0,10.0,55.0,162.0,212.0,76.4,128.0,170.0,75.3,43.0,84,51.2,5.2,4.4,2.5,5.9,2.1,6.9,1.8,2.6,0.07,59.0,0.12,19.0,32.2,18.0,6.0,59.0,0.12,0.37,19,32.2,7.0,2.0,9.0,7,0.0,0.0,0,765.0,18.0,419.0,765.0,7,2,9,0,0,0,455,28,44,38.9
435,Steve Ngoura,ST,2023-2024,18.0,France,Le Havre,Ligue 1,12,223,2.5,1,11,33.0,50.0,66.0,1.0,2.0,0.0,9.0,15.0,22.0,68.2,16.0,24.0,66.7,2.0,3,66.7,0.5,0.5,0.1,0.6,0.2,0.6,-0.5,-0.5,0.07,7.0,0.0,2.0,28.6,16.8,0.0,7.0,0.0,0.0,2,28.6,0.0,1.0,1.0,0,0.0,0.0,0,83.0,3.0,41.0,83.0,0,1,1,0,0,0,48,3,10,23.1
436,M'Baye Niang,ST,2023-2024,28.0,Senegal,Empoli,Serie A,14,708,7.9,5,9,90.0,140.0,64.3,9.0,3.0,2.0,11.0,50.0,72.0,69.4,28.0,39.0,71.8,8.0,18,44.4,5.4,2.3,0.9,6.3,0.2,3.2,0.6,-0.3,0.11,20.0,0.1,5.0,25.0,16.9,0.0,20.0,0.1,0.4,5,25.0,6.0,1.0,7.0,2,4.0,4.0,0,253.0,15.0,118.0,249.0,6,1,7,4,4,0,132,24,38,38.7
437,Shamar Nicholson,ST,2023-2024,26.0,Jamaica,Clermont Foot,Ligue 1,26,1484,16.5,17,9,272.0,386.0,70.5,18.0,6.0,0.0,33.0,143.0,200.0,71.5,87.0,126.0,69.0,20.0,25,80.0,5.9,4.4,1.1,7.0,1.0,5.4,-1.9,-1.4,0.12,38.0,0.08,17.0,44.7,15.9,1.0,38.0,0.08,0.18,17,44.7,4.0,3.0,7.0,3,1.0,2.0,1,536.0,18.0,223.0,534.0,4,3,7,1,2,1,353,47,60,43.9
438,Justin Njinmah,ST,2023-2024,22.0,Germany,Werder Bremen,Bundesliga,24,1016,11.3,10,14,146.0,215.0,67.9,13.0,9.0,1.0,13.0,89.0,121.0,73.6,43.0,58.0,74.1,6.0,9,66.7,4.9,4.9,2.4,7.3,2.2,7.3,1.1,1.1,0.15,33.0,0.18,14.0,42.4,16.2,0.0,33.0,0.18,0.43,14,42.4,6.0,2.0,8.0,6,0.0,0.0,0,378.0,5.0,206.0,378.0,6,2,8,0,0,0,211,8,15,34.8
439,Eddie Nketiah,ST,2023-2024,24.0,England,Arsenal,Premier League,27,1082,12.0,10,17,168.0,215.0,78.1,9.0,5.0,0.0,20.0,98.0,118.0,83.1,60.0,72.0,83.3,3.0,4,75.0,4.5,4.5,0.8,5.4,0.7,5.4,0.5,0.5,0.12,38.0,0.13,12.0,31.6,12.7,0.0,38.0,0.13,0.42,12,31.6,5.0,2.0,7.0,5,0.0,0.0,0,371.0,5.0,207.0,371.0,5,2,7,0,0,0,199,23,27,46.0
440,Christopher Nkunku,SS,2023-2024,25.0,France,Chelsea,Premier League,11,443,4.9,2,9,159.0,183.0,86.9,3.0,7.0,0.0,19.0,101.0,109.0,92.7,39.0,43.0,90.7,4.0,10,40.0,2.3,2.3,0.2,2.5,0.5,2.5,0.7,0.7,0.14,16.0,0.19,7.0,43.8,11.4,0.0,16.0,0.19,0.43,7,43.8,3.0,0.0,3.0,3,0.0,0.0,0,244.0,5.0,128.0,244.0,3,0,3,0,0,0,166,10,6,62.5
441,Lukas Nmecha,LW,2023-2024,24.0,Germany,Wolfsburg,Bundesliga,3,42,0.5,0,3,6.0,12.0,50.0,1.0,0.0,0.0,1.0,2.0,6.0,33.3,1.0,1.0,100.0,1.0,1,100.0,0.1,0.1,0.0,0.2,0.0,0.2,0.9,0.9,0.14,1.0,1.0,1.0,100.0,7.8,0.0,1.0,1.0,1.0,1,100.0,1.0,0.0,1.0,1,0.0,0.0,0,22.0,0.0,14.0,22.0,1,0,1,0,0,0,11,3,3,50.0
442,Arnaud Nordin,RW,2023-2024,25.0,France,Montpellier,Ligue 1,20,1246,13.8,15,5,304.0,390.0,77.9,21.0,22.0,4.0,52.0,151.0,182.0,83.0,113.0,134.0,84.3,21.0,34,61.8,3.6,3.6,3.0,6.5,1.4,6.5,1.4,1.4,0.12,29.0,0.17,11.0,37.9,16.0,0.0,29.0,0.17,0.45,11,37.9,5.0,3.0,8.0,5,0.0,0.0,0,551.0,6.0,271.0,551.0,5,3,8,0,0,0,376,9,10,47.4
443,Tijjani Noslin,RW,2023-2024,24.0,Netherlands,Hellas Verona,Serie A,17,1339,14.9,17,0,235.0,338.0,69.5,26.0,13.0,4.0,26.0,140.0,178.0,78.7,69.0,103.0,67.0,6.0,15,40.0,3.6,3.6,2.2,5.8,1.0,5.8,1.4,1.4,0.1,36.0,0.14,15.0,41.7,17.4,0.0,36.0,0.14,0.33,15,41.7,5.0,4.0,9.0,5,0.0,0.0,0,526.0,23.0,282.0,526.0,5,4,9,0,0,0,330,49,71,40.8
444,Randy Nteka,SS,2023-2024,25.0,Angola,Rayo Vallecano,La Liga,16,572,6.4,3,13,129.0,180.0,71.7,9.0,5.0,0.0,15.0,82.0,104.0,78.8,35.0,48.0,72.9,4.0,4,100.0,2.3,1.5,0.9,3.2,0.9,2.5,-1.3,-1.5,0.11,14.0,0.0,5.0,35.7,15.9,0.0,14.0,0.0,0.0,5,35.7,1.0,1.0,2.0,0,1.0,1.0,0,284.0,13.0,131.0,283.0,1,1,2,1,1,0,171,27,24,52.9
445,Ernest Nuamah,RW,2023-2024,19.0,Ghana,Lyon,Ligue 1,29,1838,20.4,21,8,535.0,692.0,77.3,29.0,31.0,5.0,74.0,273.0,319.0,85.6,193.0,246.0,78.5,44.0,75,58.7,4.0,4.0,3.8,7.8,5.2,7.8,-1.0,-1.0,0.09,43.0,0.07,20.0,46.5,18.0,3.0,43.0,0.07,0.15,20,46.5,3.0,2.0,5.0,3,0.0,0.0,0,983.0,27.0,561.0,983.0,3,2,5,0,0,0,643,10,25,28.6
446,Darwin Núñez,ST,2023-2024,24.0,Uruguay,Liverpool,Premier League,36,2047,22.7,22,14,341.0,493.0,69.2,33.0,26.0,0.0,54.0,196.0,251.0,78.1,101.0,147.0,68.7,22.0,37,59.5,16.3,15.5,6.0,22.3,4.5,21.5,-5.3,-4.5,0.15,107.0,0.1,46.0,43.0,15.0,0.0,107.0,0.1,0.24,46,43.0,11.0,8.0,19.0,11,0.0,1.0,1,777.0,13.0,526.0,776.0,11,8,19,0,1,1,472,34,55,38.2
447,Simeon Nwankwo,ST,2023-2024,31.0,Nigeria,Salernitana,Serie A,15,686,7.6,6,9,83.0,133.0,62.4,5.0,1.0,0.0,7.0,52.0,76.0,68.4,22.0,27.0,81.5,2.0,2,100.0,2.7,2.7,0.6,3.2,0.4,3.2,0.3,0.3,0.21,13.0,0.23,7.0,53.8,10.6,0.0,13.0,0.23,0.43,7,53.8,3.0,0.0,3.0,3,0.0,0.0,0,219.0,4.0,94.0,219.0,3,0,3,0,0,0,125,24,41,36.9
448,M'Bala Nzola,ST,2023-2024,26.0,Angola,Fiorentina,Serie A,33,1552,17.2,15,18,283.0,345.0,82.0,21.0,13.0,0.0,29.0,185.0,213.0,86.9,64.0,79.0,81.0,15.0,17,88.2,4.5,3.7,1.6,6.2,1.6,5.4,-1.5,-1.7,0.12,31.0,0.06,12.0,38.7,12.5,0.0,31.0,0.06,0.17,12,38.7,3.0,3.0,6.0,2,1.0,1.0,0,546.0,24.0,322.0,545.0,3,3,6,1,1,0,333,53,70,43.1
449,Mark O'Mahony,ST,2023-2024,18.0,Ireland,Brighton,Premier League,3,63,0.7,1,2,13.0,16.0,81.3,0.0,0.0,0.0,0.0,7.0,8.0,87.5,5.0,6.0,83.3,0.0,0,,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.06,1.0,0.0,0.0,0.0,16.8,0.0,1.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,27.0,2.0,6.0,27.0,0,0,0,0,0,0,16,1,3,25.0
450,Michael Obafemi,ST,2023-2024,23.0,Ireland,Burnley,Premier League,2,20,0.2,0,2,4.0,5.0,80.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0,,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.05,2.0,0.0,0.0,0.0,19.8,0.0,2.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,9.0,0.0,6.0,9.0,0,0,0,0,0,0,5,0,1,0.0
451,Lucas Ocampos,LW,2023-2024,29.0,Argentina,Sevilla,La Liga,35,2871,31.9,34,1,837.0,1247.0,67.1,36.0,40.0,20.0,124.0,474.0,591.0,80.2,259.0,378.0,68.5,69.0,170,40.6,5.4,4.6,4.5,9.9,4.1,9.1,-1.4,-1.6,0.07,63.0,0.05,23.0,36.5,16.9,0.0,63.0,0.05,0.13,23,36.5,4.0,3.0,7.0,3,1.0,1.0,0,1717.0,30.0,871.0,1716.0,4,3,7,1,1,0,1112,63,56,52.9
452,Jens Odgaard,RW,2023-2024,24.0,Denmark,Bologna,Serie A,10,431,4.8,5,5,94.0,135.0,69.6,2.0,2.0,0.0,9.0,54.0,63.0,85.7,34.0,46.0,73.9,2.0,7,28.6,1.5,1.5,0.1,1.5,0.1,1.5,0.5,0.5,0.13,11.0,0.18,2.0,18.2,18.9,0.0,11.0,0.18,1.0,2,18.2,2.0,0.0,2.0,2,0.0,0.0,0,191.0,4.0,94.0,191.0,2,0,2,0,0,0,130,12,15,44.4
453,Noah Okafor,ST,2023-2024,23.0,Switzerland,Milan,Serie A,28,887,9.9,6,22,120.0,193.0,62.2,8.0,9.0,3.0,15.0,56.0,84.0,66.7,52.0,73.0,71.2,4.0,14,28.6,3.8,3.8,1.2,5.0,0.5,5.0,2.2,2.2,0.17,22.0,0.27,14.0,63.6,13.9,0.0,22.0,0.27,0.43,14,63.6,6.0,2.0,8.0,6,0.0,0.0,0,298.0,7.0,154.0,298.0,6,2,8,0,0,0,184,7,13,35.0
