,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,Live,Dead,Sw,Crs,TI,CK,xG,npxG,xA,G-xG,Sh,SoT,Sh Dist,FK,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att.1,Cmp%,KP,1/3,PPA,CrsPA,PrgP,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%
146,Jacob Christensen,DM,2023-2024,22,Denmark,Köln,Bundesliga,7,219,2.4,2,5,85.0,0.0,1.0,5.0,0.0,0.0,66.0,85.0,8.0,0.0,28.0,31.0,81.6,6.0,0.1,0.0,0.0,-0.1,0.02,1,0.0,0.0,0,0.0,15.3,0,121.0,9,40,1.0,121.0,0.0,0,0,0.0,0,0,0.0
147,Ryan Christie,DM,2023-2024,28,Scotland,Bournemouth,Premier League,37,2907,32.3,35,2,1217.0,78.0,18.0,73.0,2.0,30.0,988.0,1300.0,118.0,7.0,399.0,425.0,83.3,143.0,7.7,-2.3,-2.3,-0.4,0.05,43,0.0,0.0,13,30.2,20.0,0,1737.0,88,339,69.0,1737.0,0.0,5,5,0.0,0,0,0.0
148,Carney Chukwuemeka,CM,2023-2024,19,England,Chelsea,Premier League,9,227,2.5,2,7,134.0,0.0,0.0,1.0,0.0,0.0,115.0,134.0,4.0,0.0,82.0,26.0,83.9,4.0,0.5,0.8,0.8,0.7,0.05,3,0.33,0.5,2,66.7,19.9,0,167.0,1,21,12.0,167.0,1.0,1,2,1.0,0,0,0.0
149,Pathé Ciss,CM,2023-2024,29,Senegal,Rayo Vallecano,La Liga,31,1664,18.5,16,15,842.0,41.0,14.0,3.0,2.0,0.0,738.0,890.0,73.0,1.0,315.0,339.0,88.5,69.0,2.0,-0.5,-0.5,-0.5,0.07,22,0.05,0.13,8,36.4,23.6,0,1126.0,67,330,26.0,1126.0,1.0,0,1,1.0,0,0,0.0
150,Djaoui Cissé,CM,2023-2024,19,France,Rennes,Ligue 1,2,4,0.0,0,2,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,4.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5.0,0,0,0.0,5.0,0.0,0,0,0.0,0,0,0.0
151,Bobby Clark,CM,2023-2024,18,England,Liverpool,Premier League,5,89,1.0,1,4,49.0,0.0,0.0,0.0,0.0,0.0,38.0,49.0,3.0,0.0,23.0,11.0,91.7,1.0,0.1,-0.1,-0.1,0.0,0.07,2,0.0,0.0,0,0.0,18.7,0,70.0,4,11,6.0,70.0,0.0,0,0,0.0,0,0,0.0
152,Jordan Clark,AM,2023-2024,29,England,Luton Town,Premier League,23,1304,14.5,14,9,475.0,36.0,6.0,23.0,5.0,0.0,369.0,513.0,19.0,4.0,180.0,136.0,78.6,33.0,2.2,0.0,0.0,-0.3,0.06,17,0.06,0.25,4,23.5,16.9,0,694.0,36,130,42.0,694.0,1.0,1,2,1.0,0,0,0.0
153,Alexis Claude-Maurice,AM,2023-2024,25,France,Nice,Ligue 1,18,504,5.6,4,14,235.0,18.0,0.0,26.0,2.0,10.0,202.0,253.0,15.0,3.0,120.0,56.0,74.7,12.0,1.0,-0.8,-0.8,-0.3,0.04,18,0.0,0.0,6,33.3,25.1,1,330.0,7,46,14.0,330.0,0.0,0,0,0.0,0,0,0.0
154,Silvi Clúa,CM,2023-2024,18,Spain,Girona,La Liga,1,1,0.0,0,1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.0,0,4,0.0,10.0,0.0,0,0,0.0,0,0,0.0
155,Andrea Colpani,AM,2023-2024,24,Italy,Monza,Serie A,38,2657,29.5,36,2,876.0,99.0,33.0,111.0,9.0,66.0,752.0,981.0,55.0,9.0,333.0,296.0,80.0,102.0,9.8,3.2,3.2,-1.0,0.07,65,0.12,0.42,19,29.2,19.9,9,1255.0,23,133,83.0,1255.0,8.0,4,12,8.0,0,0,0.0
156,Santi Comesaña,CM,2023-2024,26,Spain,Villarreal,La Liga,27,1653,18.4,20,7,842.0,24.0,7.0,5.0,1.0,0.0,752.0,868.0,80.0,0.0,358.0,319.0,88.6,58.0,3.8,0.1,0.1,-2.0,0.11,17,0.12,0.29,7,41.2,13.0,0,1077.0,61,265,32.0,1077.0,2.0,0,2,2.0,0,0,0.0
157,Alois Confais,CM,2023-2024,26,France,Le Havre,Ligue 1,2,7,0.1,0,2,7.0,2.0,0.0,1.0,0.0,0.0,7.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11.0,0,1,0.0,11.0,0.0,0,0,0.0,0,0,0.0
158,Lewis Cook,CM,2023-2024,26,England,Bournemouth,Premier League,33,2786,31.0,32,1,1290.0,195.0,3.0,132.0,10.0,93.0,1135.0,1487.0,138.0,4.0,458.0,539.0,87.5,112.0,4.6,-0.4,-0.4,-1.3,0.03,12,0.0,0.0,4,33.3,24.0,0,1773.0,92,418,9.0,1773.0,0.0,3,3,0.0,0,0,0.0
159,Francis Coquelin,DM,2023-2024,32,France,Villarreal,La Liga,17,910,10.1,10,7,421.0,10.0,7.0,2.0,0.0,0.0,379.0,431.0,37.0,1.0,173.0,169.0,91.8,30.0,0.2,-0.1,-0.1,-0.1,0.04,3,0.0,0.0,0,0.0,16.6,0,525.0,33,126,10.0,525.0,0.0,0,0,0.0,0,0,0.0
160,Jesús Corona,RM,2023-2024,30,Mexico,Sevilla,La Liga,2,17,0.2,0,2,14.0,0.0,0.0,2.0,0.0,0.0,9.0,14.0,0.0,0.0,6.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,17.0,0,1,0.0,17.0,0.0,0,0,0.0,0,0,0.0
161,David Pereira da Costa,AM,2023-2024,22,Portugal,Lens,Ligue 1,25,1494,16.6,17,8,664.0,56.0,0.0,77.0,3.0,38.0,570.0,726.0,51.0,7.0,277.0,216.0,81.2,41.0,6.5,1.0,1.0,-1.5,0.1,30,0.13,0.29,14,46.7,17.8,2,883.0,17,123,43.0,883.0,4.0,2,6,4.0,0,0,0.0
162,Samu Costa,DM,2023-2024,22,Portugal,Mallorca,La Liga,34,2303,25.6,26,8,1063.0,21.0,14.0,24.0,2.0,2.0,830.0,1087.0,77.0,4.0,357.0,359.0,83.1,99.0,1.6,-0.1,-0.1,0.5,0.05,22,0.05,0.33,3,13.6,20.9,1,1425.0,83,382,33.0,1425.0,1.0,1,2,1.0,0,0,0.0
163,Lassana Coulibaly,CM,2023-2024,27,Mali,Salernitana,Serie A,28,2082,23.1,25,3,852.0,14.0,5.0,8.0,0.0,0.0,736.0,873.0,80.0,2.0,358.0,305.0,87.9,52.0,1.4,-0.6,-0.6,0.2,0.05,13,0.0,0.0,3,23.1,20.5,0,1092.0,48,215,23.0,1092.0,0.0,1,1,0.0,0,0,0.0
164,Mamadou Coulibaly,AM,2023-2024,19,France,Monaco,Ligue 1,5,118,1.3,1,4,69.0,1.0,0.0,1.0,1.0,0.0,56.0,70.0,6.0,0.0,32.0,21.0,87.5,2.0,0.2,-0.2,-0.2,-0.1,0.09,2,0.0,0.0,0,0.0,20.4,0,99.0,2,9,1.0,99.0,0.0,0,0,0.0,0,0,0.0
165,Philippe Coutinho,AM,2023-2024,31,Brazil,Aston Villa,Premier League,2,25,0.3,0,2,23.0,1.0,0.0,0.0,0.0,0.0,20.0,24.0,4.0,0.0,11.0,8.0,88.9,0.0,0.1,-0.1,-0.1,0.0,0.05,3,0.0,0.0,1,33.3,24.9,0,30.0,0,4,1.0,30.0,0.0,0,0,0.0,0,0,0.0
166,Crespo,LM,2023-2024,26,Portugal,Rayo Vallecano,La Liga,15,527,5.9,4,11,262.0,10.0,1.0,3.0,0.0,0.0,230.0,273.0,31.0,0.0,126.0,85.0,85.0,11.0,1.1,-0.1,-0.1,-1.0,0.04,3,0.0,0.0,0,0.0,17.7,0,367.0,21,80,6.0,367.0,0.0,0,0,0.0,0,0,0.0
167,Bryan Cristante,DM,2023-2024,28,Italy,Roma,Serie A,37,3289,36.5,37,0,2140.0,30.0,21.0,29.0,2.0,0.0,1785.0,2178.0,229.0,6.0,777.0,818.0,88.5,154.0,6.9,-1.0,-1.0,1.1,0.07,54,0.06,0.38,8,14.8,17.2,0,2494.0,88,577,80.0,2494.0,3.0,4,7,3.0,0,0,0.0
168,Josh Cullen,CM,2023-2024,27,Ireland,Burnley,Premier League,25,2057,22.9,23,2,1311.0,57.0,2.0,26.0,1.0,14.0,1173.0,1373.0,119.0,3.0,617.0,466.0,89.4,69.0,2.4,1.4,1.4,1.2,0.04,16,0.13,0.4,5,31.3,22.8,0,1555.0,65,342,18.0,1555.0,2.0,3,5,2.0,0,0,0.0
169,Mahmoud Dahoud,CM,2023-2024,27,Germany,Brighton,Premier League,22,679,7.5,7,15,555.0,7.0,2.0,9.0,0.0,2.0,489.0,563.0,40.0,2.0,286.0,147.0,86.5,32.0,2.2,0.2,0.2,-0.4,0.09,9,0.11,0.5,2,22.2,24.5,0,629.0,17,134,10.0,629.0,1.0,1,2,1.0,0,0,0.0
170,Mikkel Damsgaard,CM,2023-2024,23,Denmark,Brentford,Premier League,23,842,9.4,7,16,409.0,21.0,3.0,29.0,7.0,7.0,300.0,432.0,50.0,1.0,151.0,116.0,76.8,26.0,2.4,-0.9,-0.9,0.6,0.1,9,0.0,0.0,4,44.4,18.0,1,555.0,15,108,20.0,555.0,0.0,2,2,0.0,0,0,0.0
171,Danilo,DM,2023-2024,22,Brazil,Nott'ham Forest,Premier League,29,1792,19.9,20,9,717.0,35.0,9.0,26.0,1.0,19.0,589.0,758.0,74.0,0.0,255.0,247.0,86.4,70.0,3.4,0.2,0.2,0.5,0.08,23,0.09,0.29,7,30.4,21.0,0,977.0,79,281,16.0,977.0,2.0,2,4,2.0,0,0,0.0
172,Sergi Darder,CM,2023-2024,29,Spain,Mallorca,La Liga,36,2157,24.0,21,15,841.0,150.0,19.0,149.0,13.0,63.0,725.0,1002.0,120.0,14.0,313.0,275.0,78.8,115.0,8.6,-0.2,-0.2,-1.4,0.07,32,0.06,0.17,12,37.5,22.4,1,1229.0,10,141,30.0,1229.0,2.0,5,7,2.0,0,0,0.0
173,Lukas Daschner,AM,2023-2024,24,Germany,Bochum,Bundesliga,20,536,6.0,3,17,164.0,14.0,2.0,20.0,2.0,8.0,107.0,179.0,8.0,2.0,64.0,30.0,61.2,3.0,3.3,-1.3,-1.3,0.0,0.18,13,0.08,0.2,5,38.5,16.7,0,251.0,2,23,24.0,251.0,1.0,1,2,1.0,0,0,0.0
174,Tom Davies,CM,2023-2024,25,England,Sheffield Utd,Premier League,9,221,2.5,2,7,92.0,5.0,0.0,4.0,1.0,0.0,68.0,99.0,6.0,0.0,41.0,20.0,74.1,2.0,0.4,-0.4,-0.4,-0.1,0.09,4,0.0,0.0,1,25.0,15.4,0,142.0,9,44,5.0,142.0,0.0,0,0,0.0,0,0,0.0
175,Kevin De Bruyne,AM,2023-2024,32,Belgium,Manchester City,Premier League,18,1221,13.6,15,3,840.0,124.0,6.0,136.0,24.0,69.0,732.0,971.0,67.0,12.0,426.0,223.0,76.1,66.0,14.0,1.6,1.6,-1.5,0.05,44,0.09,0.24,17,38.6,21.4,6,1103.0,2,35,86.0,1103.0,4.0,10,14,4.0,0,0,0.0
176,Rodrigo De Paul,CM,2023-2024,29,Argentina,Atlético Madrid,La Liga,34,2075,23.1,25,9,1461.0,75.0,16.0,46.0,12.0,12.0,1291.0,1553.0,146.0,7.0,635.0,463.0,84.5,148.0,6.8,1.2,1.2,0.0,0.06,30,0.1,0.25,12,40.0,19.8,1,1768.0,27,274,40.0,1768.0,3.0,5,8,3.0,0,0,0.0
177,Alessandro Deiola,CM,2023-2024,27,Italy,Cagliari,Serie A,27,1608,17.9,19,8,511.0,11.0,11.0,15.0,7.0,0.0,364.0,524.0,45.0,2.0,171.0,142.0,73.2,47.0,3.4,-1.5,-1.5,-0.9,0.1,25,0.04,0.17,6,24.0,17.2,2,700.0,42,175,24.0,700.0,1.0,0,1,1.0,0,0,0.0
178,Sacha Delaye,CM,2023-2024,21,France,Montpellier,Ligue 1,9,130,1.4,0,9,48.0,0.0,0.0,3.0,0.0,0.0,38.0,48.0,3.0,1.0,21.0,13.0,86.7,1.0,0.4,-0.3,-0.3,-0.1,0.07,5,0.0,0.0,2,40.0,21.7,0,72.0,0,8,9.0,72.0,0.0,0,0,0.0,0,0,0.0
179,Karamoko Dembélé,CM,2023-2024,20,England,Brest,Ligue 1,1,16,0.2,0,1,9.0,1.0,0.0,1.0,0.0,1.0,8.0,10.0,0.0,0.0,3.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,13.0,0,0,1.0,13.0,0.0,0,0,0.0,0,0,0.0
180,Jessy Deminguet,CM,2023-2024,25,France,Strasbourg,Ligue 1,18,690,7.7,9,9,231.0,25.0,3.0,9.0,5.0,7.0,221.0,258.0,31.0,0.0,105.0,85.0,88.5,25.0,0.7,-0.3,-0.3,-0.4,0.09,3,0.0,0.0,1,33.3,9.1,0,334.0,10,67,8.0,334.0,0.0,0,0,0.0,0,0,0.0
181,Diego Demme,DM,2023-2024,31,Germany,Napoli,Serie A,2,73,0.8,1,1,76.0,0.0,2.0,3.0,0.0,0.0,63.0,76.0,3.0,0.0,28.0,29.0,82.9,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,81.0,2,14,4.0,81.0,0.0,0,0,0.0,0,0,0.0
182,Leander Dendoncker,DM,2023-2024,28,Belgium,Aston Villa,Premier League,11,143,1.6,1,10,82.0,1.0,1.0,0.0,0.0,0.0,68.0,83.0,4.0,0.0,39.0,27.0,87.1,2.0,0.8,0.2,0.2,0.0,0.26,3,0.33,1.0,1,33.3,17.8,0,111.0,4,38,2.0,111.0,1.0,0,1,1.0,0,0,0.0
183,Samuele Di Benedetto,CM,2023-2024,18,Germany,Stuttgart,Bundesliga,1,7,0.1,0,1,11.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,7.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,13.0,0,3,1.0,13.0,0.0,0,0,0.0,0,0,0.0
184,Lamine Diack,AM,2023-2024,22,Senegal,Nantes,Ligue 1,1,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0
185,Moussa Diakité,CM,2023-2024,19,Mali,Cádiz,La Liga,1,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0,0,1,0.0,1.0,0.0,0,0,0.0,0,0,0.0
186,Habib Diarra,CM,2023-2024,19,Senegal,Strasbourg,Ligue 1,31,2305,25.6,28,3,850.0,23.0,4.0,22.0,4.0,3.0,735.0,874.0,73.0,1.0,275.0,350.0,88.8,100.0,3.9,-0.4,-0.7,-0.3,0.07,38,0.05,0.14,14,36.8,21.2,1,1107.0,30,202,30.0,1106.0,3.0,1,4,2.0,1,1,0.0
187,Mahamadou Diawara,CM,2023-2024,18,France,Lyon,Ligue 1,11,358,4.0,4,7,144.0,2.0,0.0,2.0,0.0,0.0,125.0,147.0,8.0,0.0,62.0,46.0,93.9,10.0,0.9,-0.7,-0.7,-0.1,0.12,6,0.0,0.0,0,0.0,15.3,0,194.0,9,32,12.0,194.0,0.0,0,0,0.0,0,0,0.0
188,Edan Diop,CM,2023-2024,18,France,Monaco,Ligue 1,10,163,1.8,0,10,86.0,10.0,0.0,2.0,9.0,0.0,71.0,97.0,9.0,0.0,29.0,30.0,75.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,122.0,5,37,3.0,122.0,0.0,0,0,0.0,0,0,0.0
189,Andy Diouf,CM,2023-2024,20,France,Lens,Ligue 1,25,1314,14.6,16,9,689.0,45.0,0.0,47.0,0.0,32.0,591.0,737.0,46.0,0.0,316.0,216.0,86.1,25.0,2.6,-0.5,-0.5,-1.1,0.06,27,0.04,0.13,8,29.6,24.1,1,908.0,17,114,23.0,908.0,1.0,0,1,1.0,0,0,0.0
190,Nicolás Domínguez,CM,2023-2024,25,Argentina,Nott'ham Forest,Premier League,28,1597,17.7,20,8,907.0,24.0,5.0,6.0,5.0,1.0,797.0,935.0,66.0,1.0,425.0,290.0,85.8,47.0,2.4,0.7,0.7,0.9,0.06,22,0.09,0.33,6,27.3,16.9,0,1152.0,41,289,33.0,1152.0,2.0,2,4,2.0,0,0,0.0
191,Niklas Dorsch,DM,2023-2024,25,Germany,Augsburg,Bundesliga,21,1386,15.4,16,5,600.0,25.0,4.0,3.0,0.0,1.0,545.0,628.0,41.0,1.0,230.0,264.0,91.7,45.0,0.8,-0.7,-0.7,-0.1,0.05,14,0.0,0.0,0,0.0,25.1,2,796.0,61,252,2.0,796.0,0.0,0,0,0.0,0,0,0.0
192,Carlos Dotor,CM,2023-2024,22,Spain,Celta Vigo,La Liga,17,708,7.9,7,10,339.0,10.0,0.0,9.0,4.0,3.0,289.0,350.0,26.0,1.0,167.0,94.0,81.7,15.0,0.3,-0.2,-0.2,-0.1,0.04,4,0.0,0.0,0,0.0,22.9,0,414.0,14,89,8.0,414.0,0.0,0,0,0.0,0,0,0.0
193,Cheick Doucouré,CM,2023-2024,23,Mali,Crystal Palace,Premier League,11,919,10.2,11,0,418.0,4.0,0.0,1.0,0.0,0.0,367.0,422.0,39.0,0.0,200.0,146.0,88.5,18.0,1.0,-0.3,-0.3,-0.7,0.05,6,0.0,0.0,2,33.3,21.6,0,545.0,25,145,7.0,545.0,0.0,0,0,0.0,0,0,0.0
194,Désiré Doué,LM,2023-2024,18,France,Rennes,Ligue 1,31,1626,18.1,17,14,734.0,41.0,6.0,70.0,4.0,18.0,576.0,779.0,64.0,8.0,268.0,226.0,77.7,63.0,6.1,1.6,1.6,0.3,0.07,34,0.12,0.31,13,38.2,19.1,0,1056.0,14,124,70.0,1056.0,4.0,4,8,4.0,0,0,0.0
195,Douglas,CM,2023-2024,26,Brazil,Nantes,Ligue 1,25,1772,19.7,22,3,991.0,47.0,8.0,20.0,2.0,11.0,904.0,1040.0,85.0,1.0,396.0,390.0,90.5,82.0,2.3,-1.2,-1.2,-1.1,0.07,16,0.0,0.0,5,31.3,20.0,0,1248.0,66,310,14.0,1248.0,0.0,0,0,0.0,0,0,0.0
196,Ismaël Doukouré,CM,2023-2024,20,France,Strasbourg,Ligue 1,22,1656,18.4,19,3,729.0,40.0,7.0,0.0,8.0,0.0,660.0,771.0,62.0,0.0,237.0,341.0,92.9,75.0,0.5,-0.3,-0.3,-0.2,0.03,9,0.0,0.0,0,0.0,25.5,0,919.0,56,273,2.0,919.0,0.0,0,0,0.0,0,0,0.0
197,Kamory Doumbia,AM,2023-2024,20,Mali,2 Teams,Ligue 1,25,879,9.8,7,18,472.0,14.0,0.0,8.0,3.0,2.0,420.0,487.0,42.0,0.0,213.0,161.0,87.5,23.0,5.0,1.8,1.8,4.1,0.17,25,0.24,0.55,11,44.0,17.1,0,641.0,10,76,37.0,641.0,6.0,5,11,6.0,0,0,0.0
198,Nikola Dovedan,AM,2023-2024,29,Austria,Heidenheim,Bundesliga,21,656,7.3,5,16,187.0,16.0,1.0,8.0,3.0,3.0,125.0,204.0,12.0,0.0,60.0,50.0,72.5,10.0,2.6,1.1,1.1,0.4,0.14,14,0.21,0.6,5,35.7,16.1,0,311.0,3,46,24.0,311.0,3.0,1,4,3.0,0,0,0.0
199,Tommy Doyle,CM,2023-2024,21,England,Wolves,Premier League,26,1222,13.6,11,15,878.0,69.0,15.0,28.0,8.0,15.0,801.0,955.0,86.0,2.0,309.0,361.0,90.5,106.0,0.9,-0.4,-0.4,-0.4,0.03,14,0.0,0.0,3,21.4,26.2,2,1061.0,40,265,6.0,1061.0,0.0,0,0,0.0,0,0,0.0
200,Ondrej Duda,CM,2023-2024,28,Slovakia,Hellas Verona,Serie A,32,2456,27.3,29,3,1049.0,156.0,20.0,94.0,5.0,54.0,906.0,1209.0,118.0,4.0,379.0,372.0,80.7,136.0,4.7,-1.2,-0.4,0.7,0.06,23,0.04,0.17,6,26.1,23.5,3,1473.0,52,271,19.0,1472.0,1.0,4,5,1.0,0,1,1.0
201,Alfred Duncan,DM,2023-2024,30,Ghana,Fiorentina,Serie A,30,1888,21.0,24,6,961.0,63.0,18.0,65.0,5.0,35.0,800.0,1030.0,101.0,11.0,309.0,363.0,87.5,120.0,3.5,0.5,0.5,3.0,0.06,23,0.09,0.33,6,26.1,23.4,0,1184.0,26,157,17.0,1184.0,2.0,5,7,2.0,0,0,0.0
202,Simon Ebonog,CM,2023-2024,18,Cameroon,Le Havre,Ligue 1,4,20,0.2,0,4,21.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,2.0,0.0,10.0,6.0,85.7,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,24.0,2,5,0.0,24.0,0.0,0,0,0.0,0,0,0.0
203,Éderson,CM,2023-2024,24,Brazil,Atalanta,Serie A,36,2869,31.9,32,4,1611.0,44.0,17.0,17.0,2.0,0.0,1390.0,1662.0,180.0,5.0,549.0,685.0,90.6,130.0,4.9,2.5,2.5,-0.4,0.09,38,0.16,0.55,11,28.9,18.1,0,2027.0,80,508,41.0,2027.0,6.0,1,7,6.0,0,0,0.0
204,Maximilian Eggestein,CM,2023-2024,26,Germany,Freiburg,Bundesliga,33,2914,32.4,33,0,1296.0,28.0,2.0,9.0,5.0,0.0,1080.0,1330.0,103.0,1.0,528.0,463.0,88.5,55.0,5.2,-1.4,-1.4,-0.8,0.06,39,0.03,0.13,8,20.5,19.9,0,1635.0,71,371,35.0,1635.0,1.0,2,3,1.0,0,0,0.0
205,Lilian Egloff,DM,2023-2024,20,Germany,Stuttgart,Bundesliga,5,106,1.2,1,4,40.0,1.0,0.0,0.0,0.0,0.0,32.0,41.0,2.0,0.0,16.0,11.0,73.3,2.0,0.2,-0.2,-0.2,0.0,0.06,3,0.0,0.0,0,0.0,19.4,0,56.0,2,20,1.0,56.0,0.0,0,0,0.0,0,0,0.0
206,Harvey Elliott,CM,2023-2024,20,England,Liverpool,Premier League,34,1352,15.0,11,23,932.0,44.0,8.0,62.0,10.0,19.0,825.0,986.0,76.0,11.0,457.0,278.0,86.1,66.0,6.2,0.3,0.3,2.5,0.06,49,0.06,0.19,16,32.7,20.8,2,1141.0,8,91,71.0,1141.0,3.0,6,9,3.0,0,0,0.0
207,Mohamed Elneny,DM,2023-2024,31,Egypt,Arsenal,Premier League,3,28,0.3,0,3,39.0,1.0,0.0,0.0,0.0,0.0,39.0,40.0,2.0,0.0,18.0,21.0,100.0,0.0,0.1,-0.1,-0.1,0.0,0.04,2,0.0,0.0,1,50.0,25.8,0,45.0,1,9,1.0,45.0,0.0,0,0,0.0,0,0,0.0
208,Julio Enciso,AM,2023-2024,19,Paraguay,Brighton,Premier League,12,475,5.3,5,7,168.0,8.0,0.0,8.0,1.0,2.0,132.0,178.0,12.0,2.0,77.0,41.0,70.7,9.0,3.2,-1.4,-1.4,0.3,0.05,28,0.0,0.0,8,28.6,21.2,0,257.0,5,24,21.0,257.0,0.0,2,2,0.0,0,0,0.0
209,Wataru Endo,CM,2023-2024,30,Japan,Liverpool,Premier League,29,1722,19.1,20,9,1295.0,16.0,1.0,4.0,2.0,0.0,1157.0,1315.0,109.0,2.0,631.0,466.0,90.3,45.0,2.3,0.5,0.5,-1.7,0.05,10,0.1,0.33,3,30.0,22.0,0,1514.0,48,295,9.0,1514.0,1.0,0,1,1.0,0,0,0.0
210,Arne Engels,CM,2023-2024,19,Belgium,Augsburg,Bundesliga,32,1405,15.6,13,19,498.0,85.0,9.0,80.0,30.0,36.0,394.0,587.0,35.0,6.0,171.0,160.0,76.2,50.0,3.0,1.2,1.2,0.8,0.09,20,0.15,0.43,7,35.0,19.9,2,724.0,25,142,18.0,724.0,3.0,2,5,3.0,0,0,0.0
211,Christian Eriksen,CM,2023-2024,31,Denmark,Manchester Utd,Premier League,22,1141,12.7,12,10,745.0,55.0,9.0,43.0,3.0,26.0,648.0,805.0,66.0,3.0,340.0,229.0,82.7,55.0,3.3,0.0,0.0,-0.3,0.08,13,0.08,0.25,4,30.8,22.0,2,896.0,27,165,12.0,896.0,1.0,2,3,1.0,0,0,0.0
212,Gonzalo Escalante,CM,2023-2024,30,Argentina,Cádiz,La Liga,25,1697,18.9,18,7,689.0,15.0,2.0,5.0,1.0,0.0,537.0,711.0,60.0,0.0,274.0,197.0,78.8,47.0,3.6,-0.9,-0.9,0.3,0.14,14,0.07,0.33,3,21.4,17.4,0,907.0,50,221,19.0,907.0,1.0,2,3,1.0,0,0,0.0
213,Eberechi Eze,AM,2023-2024,25,England,Crystal Palace,Premier League,27,2055,22.8,24,3,759.0,144.0,6.0,107.0,5.0,71.0,700.0,909.0,48.0,7.0,353.0,253.0,84.1,61.0,13.5,1.9,1.7,-1.2,0.1,82,0.12,0.3,33,40.2,20.7,12,1274.0,11,121,103.0,1273.0,11.0,4,15,10.0,1,1,0.0
214,Giovanni Fabbian,AM,2023-2024,20,Italy,Bologna,Serie A,27,1057,11.7,11,16,282.0,5.0,1.0,4.0,2.0,0.0,225.0,287.0,14.0,1.0,149.0,55.0,82.1,5.0,6.0,0.8,0.8,0.1,0.15,28,0.18,0.5,10,35.7,14.5,0,425.0,9,78,47.0,425.0,5.0,2,7,5.0,0,0,0.0
215,Nicolò Fagioli,CM,2023-2024,22,Italy,Juventus,Serie A,8,437,4.9,4,4,202.0,21.0,4.0,19.0,3.0,10.0,193.0,223.0,17.0,1.0,94.0,73.0,89.0,24.0,1.1,-0.4,-0.4,1.3,0.06,6,0.0,0.0,2,33.3,20.1,1,263.0,3,38,5.0,263.0,0.0,2,2,0.0,0,0,0.0
216,Romain Faivre,CM,2023-2024,25,France,Lyon,Ligue 1,22,1494,16.6,16,6,571.0,55.0,2.0,41.0,4.0,25.0,514.0,627.0,55.0,2.0,281.0,174.0,84.5,25.0,4.6,2.1,2.1,-0.7,0.1,29,0.17,0.5,10,34.5,18.9,1,835.0,11,120,43.0,835.0,5.0,1,6,5.0,0,0,0.0
217,Ilhan Fakili,AM,2023-2024,17,France,Clermont Foot,Ligue 1,3,94,1.0,1,2,22.0,1.0,0.0,1.0,0.0,1.0,18.0,23.0,4.0,0.0,5.0,7.0,77.8,2.0,0.2,-0.2,-0.2,0.0,0.04,4,0.0,0.0,2,50.0,22.2,0,45.0,0,3,4.0,45.0,0.0,0,0,0.0,0,0,0.0
218,Ansu Fati,LM,2023-2024,20,Spain,Brighton,Premier League,22,571,6.3,3,19,228.0,7.0,1.0,3.0,1.0,1.0,202.0,238.0,16.0,0.0,132.0,48.0,81.4,11.0,5.0,-2.2,-2.2,-0.8,0.13,33,0.06,0.17,12,36.4,15.5,0,342.0,4,28,48.0,342.0,2.0,0,2,2.0,0,0,0.0
